,SMILES
3953,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1
3954,O=C(CO)CO
3955,C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@@H](O)[C@@H]1O
3956,N#Cc1ccc(NC(=O)NC(=N)N)cc1Cl
3957,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
3958,O=c1[nH]c(=O)c2ccccc2o1
3959,COc1ccc(/C=N/NC(=O)c2ccncc2)c(C(=O)O)c1OC
3960,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1
3961,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO
3962,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N(C)C
3963,CO[P@](=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12
3964,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1
3965,OC(CNc1ccccn1)c1ccccc1
3966,NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1
3967,N#CCC(=O)NN
3968,Cc1ncc([N+](=O)[O-])n1CC(O)CN1CCOCC1
3969,Cc1cc(Cl)ccc1N=C1SCS1
3970,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1
3971,CN(C)[C@@H](c1cccnc1)C1COCOC1
3972,CN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1C2(C)CCC(=O)CCC1CCCC1
3973,CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1
3974,COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(CCc3cccc(F)c3F)cc(=O)c3cccnc32)CC1
3975,COc1ccc2[nH]c(SCc3ncc(C)c(OC)c3C)nc2c1
3976,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
3977,CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1
3978,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12
3979,C#CC(OC(N)=O)c1ccccc1
3980,CCCn1c(=O)c(CCCOC(=O)NC)nc2ccccc21
3981,CCCC(=O)O[C@]1(C(=O)COC(C)=O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
3982,C/C=C\[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
3983,O=C(Nc1ccccc1)OCC1(COC(=O)Nc2ccccc2)CCCC1
3984,CCCN(CCC)C(=O)C(Cc1ccc(OCCCN(CC)CC)cc1)NC(=O)c1ccccc1
3985,CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21
3986,CC1(C)OC2(C)C(O)CC1CC2O
3987,Cc1c[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(NC(=O)c5cc6ccccc6o5)ccc4[nH]1)C3=CC2=O
3988,Cc1c(I)c(=O)n(-c2ccccc2)n1C
3989,O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2
3990,CC(CC1CCCCC1)NCCC(c1ccccc1)c1ccccc1
3991,CC(O)CNCC(C)O
3992,CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O
3993,Cn1c([N+](=O)[O-])cnc1/C=N/N1CC(CN2CCOCC2)OC1=O
3994,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1
3995,CCCCCC(C)C(C)c1cc(O)c2c(c1)OC(C)(C)C1=C2CCCS1
3996,Cc1nnc2n1-c1sc(CCc3ccc(CC(C)C)cc3)cc1C(c1ccccc1Cl)=NC2C
3997,Nc1ncc2ncn(COCCO)c2n1
3998,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C
3999,CNCCON=c1c2ccccc2ccc2ccccc12
4000,CC(C)CCn1c(CN2C(=O)N(C3CC3)Cc3ccccc32)nc2cc(CN)ccc21
4001,CC(O)(CC(=O)O)C1CCCCC1
4002,CN1[C@@H]2CC[C@H]1C[C@@H](OC1c3ccccc3C=Cc3ccccc31)C2
4003,C#CC1(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)CCCCC1
4004,CCCCCCC1CCC(O)C1CCCCCCC(=O)O
4005,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC2CCCO2)C1c1ccccc1[N+](=O)[O-]
4006,COCCN1CCCc2cc3c(c(C4CC4)c21)CCNCC3
4007,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F
4008,CC(C)(COC(=O)CCC(=O)OCc1cccnc1)C(OC(=O)CCC(=O)OCc1cccnc1)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(OC(=O)CCC(=O)OCc1cccnc1)C(C)(C)COC(=O)CCC(=O)OCc1cccnc1
4009,CCn1c(=O)c(NC)nc2ccccc21
4010,CO/N=C/C1=CCCN(C(=O)Oc2ccc(Cl)cc2)C1
4011,Cc1cc(N(C)C)ccc1[PH](=O)O
4012,COCCCP(CCCOC)CCCOC
4013,Brc1ccc(C(Cn2ccnc2)c2ccccc2)cc1
4014,CCCCOCC(O)COc1ccccc1
4015,CN1C(N)=NS(=O)(=O)N=C1NCCSCc1csc(N=C(N)N)n1
4016,COc1cc(/C=C/C(=O)N2CCN(CC(O)COc3ccc(C(C)=O)c4c3OCCO4)CC2)cc(OC)c1OC
4017,NNC(=O)O[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)Oc1ccccc1
4018,O=C(O)C1CCc2cc(OCCn3ccnc3)ccc21
4019,CCC(Br)(CC)C(=O)NC(=O)NC(C)=O
4020,O=c1cc(CN2CCOCC2)c2cc(O)c(O)cc2o1
4021,C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)(O)O
4022,CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1
4023,CN(C)CCOC(c1ccccc1)c1ccnn1C
4024,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)S[C@@H]1CCOC1=O
4025,O=C(N[C@H]1[C@H](OC(=O)c2cccnc2)O[C@H](COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1
4026,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
4027,CC1CCc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
4028,CCOC(=O)C1(c2ccccc2)CCN(CCC(N)=O)CC1
4029,c1ccc(CC2NCCc3c2[nH]c2ccccc32)cc1
4030,CCC1(O)CCN2CCc3ccc(C)cc3C2C1
4031,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1
4032,COc1ccc(-c2nc(=O)n(CC3CC3)nc2-c2ccc(OC)cc2)cc1
4033,CC(O)C(c1ccc2c(c1)OCO2)N1CCOCC1
4034,CC(Cc1ccccc1)N(C)CCCN1c2ccccc2N(C)S(=O)(=O)c2ccccc21
4035,CCCCOC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O
4036,CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
4037,COCC(O)Cn1ccnc1[N+](=O)[O-]
4038,O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21
4039,CCN(CC)CCOc1ccccc1Cc1ccccc1
4040,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)C(C)C)C(=O)NCc1ccccn1
4041,CCCCc1nc(Cl)c(C(=O)OC(C)OC(=O)OCC)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
4042,CN(C)c1cccc(F)c1C(=O)NC(=O)Nc1ccc(Cl)cc1
4043,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1
4044,CN1CCN=C1c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(N(C)CC(=O)O)c2F)c1
4045,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
4046,C[C@@]1(c2ccc(CCC(=O)O)cc2)C(=O)Nc2nc(-c3nn(CCC(F)(F)C(F)(F)F)c4cc(Cl)ccc34)nc(N)c21
4047,O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O
4048,O=[N+]([O-])c1ccc(/C=N/O)o1
4049,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12
4050,O=S([O-])[O-].[Na+].[Na+]
4051,CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1
4052,COc1ccc(OCCCN(C)CCOc2ccc3c(c2)OCO3)c([C@@H]2Sc3ccccc3N(C)C2=O)c1
4053,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C
4054,CC(C)N(CCCCOCC(=O)O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
4055,Cn1c(=O)c2c(ncn2CCN2CCC(C(=O)c3ccc(F)cc3)CC2)n(C)c1=O
4056,NCCCNCCS
4057,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(C)=O)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2
4058,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O
4059,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1
4060,O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1
4061,CC(C)S(=O)(=O)n1c(N)nc2ccc(C(=NO)c3ccccc3)cc21
4062,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1
4063,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CCCC[C@@H]4[C@H]3CC[C@@]21C
4064,CCN1C[C@]2(COC(=O)c3ccccc3N3C(=O)C[C@H](C)C3=O)CC[C@H](OC)[C@@]34C1[C@@]1(OCO[C@@]15C[C@H](OC)[C@H]1C[C@@H]3[C@@H]5[C@H]1OC)[C@@H](OC)[C@H]24
4065,CCCC/N=C(/c1cc(Cl)ccc1O)c1ccccc1Cl
4066,CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1
4067,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1
4068,NC(=S)N/N=C/c1cccnc1
4069,CCN1CCN=C1CNC(=O)c1cc(Cl)c(N)cc1OC
4070,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc2c(c1)CCC2
4071,CC(C(=O)O)c1ccc(-c2cn3ccccc3n2)cc1
4072,CCC(C(=O)O)C1(O)CCCCC1
4073,Nc1cc(N2CCCCC2)nc(N)[n+]1OS(=O)(=O)[O-]
4074,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1
4075,CCC(N)C(O)c1ccc(O)c(O)c1
4076,CCOP(=O)(OCC)OP(=O)(OCC)OCC
4077,CCCc1cc2c(O)c(C(=O)OC)cnc2cc1N(CC)CC
4078,COc1ccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1
4079,CCN(CC)CCOc1ccccc1O/C(=C/c1ccccc1)C(C)=O
4080,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O
4081,C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
4082,CCN(CC)CCCNc1nccc2c(C)c3[nH]c4ccc(OC)cc4c3c(C)c12
4083,O=C(c1ccccc1)C(O)c1ccccc1
4084,CC1(C)CC(O)CC(C)(C)N1O
4085,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1
4086,CCCCCN(CCCCC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc2ccccc2c1
4087,CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC
4088,CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21
4089,C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1
4090,Fc1ccc(NC(=S)Nc2cc(Cl)cc(Cl)c2)cc1
4091,CN1C(C(=O)Nc2ccccn2)=C(OC(=O)/C=C/c2ccccc2)c2ccccc2S1(=O)=O
4092,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2
4093,CCCCNC(C)(C)[PH](=O)O
4094,CCCCCCCCCCCCNCCNCCNCC(=O)O
4095,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1
4096,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC
4097,C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(c1)CCN2C(=O)C1CCOCC1
4098,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2
4099,N/C=C1\Cc2ccccc2C1=O
4100,O=P(O)(O)C(NC1CCCCCC1)P(=O)(O)O
4101,CC(=O)/C=C/C=C1/C2CCC(C2)C1(C)C
4102,CCOC(=O)C1(c2ccccc2)CCN(CCN2CCOCC2)CC1
4103,Nc1ncnc(Nc2ccccc2)n1
4104,CCN(CC)CC(OC(=O)c1ccccc1)c1ccccc1
4105,C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O
4106,CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C
4107,O=C(Nc1ccc(Cl)cc1)c1cc(Br)ccc1O
4108,CCC(C(=O)O)c1ccc(-c2ccccc2)cc1
4109,COc1ccccc1N1CCN(CCCNC(=O)c2cccc3c(=O)c(C)c(-c4ccccc4)oc23)CC1
4110,NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CN1
4111,Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12
4112,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)[C@H](C)N2
4113,CC1CC2Oc3ccc(Cl)cc3C(=O)N2O1
4114,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl
4115,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
4116,CC(C)(O)CCCC1=CCC(C=O)CC1
4117,N=C(N)c1ccc(C=C2c3ccccc3-c3ccccc32)cc1
4118,NC1=N[C@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@@H]([C@@H](O)[C@@]2(N1)[C@@H]4O)[C@]3(O)CO
4119,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C
4120,CN1CCC23CCCCC2C1Cc1ccc(O)cc13
4121,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCCO
4122,Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2
4123,CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C
4124,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC
4125,CC(C)n1cc2c3c(cccc31)[C@H]1C[C@@H](C(=O)NC3CCCCC3)CN(C)[C@@H]1C2
4126,Cc1ccccc1C(=O)N1CC/C(=N\OS(=O)(=O)O)c2ccc(Cl)cc21
4127,COc1ccc(C(=O)[N-]c2c[n+](N3[C@H](C)CCC[C@@H]3C)no2)cc1
4128,CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1
4129,CC(C)(C)NCC(O)COc1ccccc1-c1ccccc1
4130,O=C(O)CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1
4131,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(C(F)(F)F)ccc21
4132,O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br
4133,CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO
4134,CN1CCC(OC(c2ccccc2)c2ccc(Cl)cc2)C1
4135,CCOC(=O)N(c1cccc(C(=O)c2ccccc2)c1)S(=O)(=O)C(F)(F)F
4136,CCC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
4137,O=C1CCC(=O)N1Cl
4138,CCN1CCN(C(C)C)[C@@H]2CCn3c(c(C)c4ccccc43)[C@H]21
4139,CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
4140,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
4141,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O
4142,CC(C)CCC[C@@H](C)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
4143,CCCCC/C=C/C/C=C/CCCCCCCC(=O)NC(C)c1ccccc1
4144,NCC1CC(=O)N(Cc2ccccc2)C1
4145,O=P1(N(CCCl)CCCl)NC(O)CCO1
4146,BrC(Br)Br
4147,CC(C)(C)C(=O)NNCc1ccccc1
4148,O=C1C2CC3CC1CC(O)(C3)C2
4149,CN1N=C(C(N)=O)CCC1=O
4150,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
4151,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@H](O)C1)[C@@H]32
4152,CCCCCCCCCCCCCC[n+]1ccc(C)cc1
4153,C1CN1c1nc(N2CC2)nc(N2CC2)n1
4154,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
4155,O=NN(CCCl)C(=O)NCCO
4156,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1
4157,CCC1(CC)COC(=O)NC1=O
4158,O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1
4159,CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1
4160,CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1
4161,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1
4162,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H]1O
4163,CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
4164,CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
4165,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@]4(C)[C@@H](O)[C@@H]([N+]5(C)CCCCC5)C[C@@H]34)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1
4166,CCn1cc2c3c(cccc31)[C@H]1C[C@@H](NC(=O)n3nc(C)cc3C)CN(C)[C@@H]1C2
4167,CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
4168,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](N)CO)C(C)C)CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N2CCC[C@H]2C(=O)N[C@@H](CO)C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)O)C(C)C)[C@@H](C)CC)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O
4169,CC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
4170,CC(C)C[C@H](NC(=O)[C@H](CCC1CCCCC1)NC(=O)[C@@H]1CCCN1C(=O)c1ccc(F)cc1)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC1(CN(C)C)CCC1
4171,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC
4172,CC(C)NCC(O)c1ccc(O)cc1
4173,Cn1c(=O)cnn(CCCCN2CCN(c3ncccn3)CC2)c1=O
4174,CS(=O)(=O)CC[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCCCCCCN
4175,OC1CC2CCCN3CCc4c(n1c1ccccc41)C23
4176,CC(C(=O)O)c1nc(-c2ccc(Br)cc2)cs1
4177,CC(Oc1cccc2ccccc12)/C(N)=N/O
4178,O=C(OCCN1CCCCC1)C1CC1(c1ccccc1)c1ccccc1
4179,O=C(O)CCC/C=C\CC1C(O)CC(O)C1SCC(O)COc1cccc(Cl)c1
4180,N#CCC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-]
4181,CCN(CC)CCN1C(=O)c2ccccc2C1c1ccccc1
4182,COC1(O[C@H]2CC[C@H]3[C@@H]4CC[C@H]5CC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C)CCCCC1
4183,Cn1nc(-c2cccnc2)nc1-c1ccccc1CO
4184,Oc1cc(O)c2c(c1)O[C@H](c1ccc3c(c1)OC(c1ccccc1)(c1ccccc1)O3)[C@@H](O)C2
4185,CCCCc1nnc(NS(=O)(=O)c2ccc(Cl)cc2)s1
4186,CC(C)CCC[C@H]1CC[C@@](C)(C(=O)O)CC1
4187,CN1C(=O)CN=C(C2=CCCCC2)c2cc([N+](=O)[O-])ccc21
4188,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@@H]4O[C@H]5CC(=O)[C@H](C)O[C@H]5O[C@@H]4[C@H](C)O3)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1O[C@H]1C[C@H](N(C)C)[C@H](O)[C@H](C)O1)C(=O)c1cccc(O)c1C3=O
4189,CCN(CC)C(COC(=O)c1ccc(N)cc1)CC(C)C
4190,CCCCc1c(O)c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O
4191,CCCCCC(/C=C/n1ccnc1)OC(=O)c1cccnc1
4192,O=C(O)Cc1c(-c2ccccc2)c(-c2ccccc2)nn1-c1ccccc1
4193,Cc1cc2c(cc1CC1=NCCN1)C1CCC2CC1
4194,CCOCC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C
4195,CCC(N)C1(O)Cc2ccccc2C1
4196,CN(CC(O)CO)C(=O)c1c(I)c(C(N)=O)c(I)c(C(=O)NCC(O)CO)c1I
4197,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C2(COc3cccc(Cl)c3)OCCO2)[C@H](O)C[C@@H]1O
4198,Cc1c(N2C[C@@H](N)C3(CC3)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12
4199,Cc1ccccc1C(=O)NC(c1ccncc1)C(NC(=O)c1ccccc1C)c1ccncc1
4200,CC/C(=C(/CC)c1ccc(OC(=O)c2ccco2)cc1)c1ccc(OC(=O)c2ccco2)cc1
4201,CNC(C)Cc1ccc(O)cc1
4202,CN(C)CC1COC2(O1)c1ccccc1CCc1ccccc12
4203,C[C@@H](c1ccc(O)cc1)[C@H](CC(F)(F)F)c1ccc(O)cc1
4204,CC[C@]1(CO)CCCN2CCc3c([nH]c4ccccc34)[C@@H]21
4205,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CC(C)CC(=O)OCOC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(C)=O)CC[C@@H]32)C1
4206,CCCCCC(C)NCc1c(C)cc(C)cc1C
4207,CCCCN1CCCC1=Nc1ccc(Cl)c(Cl)c1
4208,CCCC1OC1(CC)C(N)=O
4209,Clc1cccc(Cl)c1N(C1=NCCN1)C1CCCCO1
4210,C#CC1(OCC(O)CN2CCN(c3ccccc3OC)CC2)CCCCC1
4211,O=C(SCc1ccccc1)c1ccccc1
4212,C/C=C/C1O[C@]2(C(=O)COC(=O)c3cccnc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@]4(C)[C@H]1[C@@H](O)C[C@]23C
4213,CSCC(O)COc1cccc2oc(C(=O)O)cc(=O)c12
4214,COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2
4215,CC1(C)C2=CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@@]2(C)Cc2cnoc21
